anemia,aus_rain,campusrecruitment,employability,fraud,loan,mobile_price,stress,student_testprep,titanic,wine,drug,shipping
0.7404126499167625,0.8192130450194967,0.8279069767441861,0.9336619204089084,0.9970314615831033,0.7081999999999999,0.633,0.8700000000000001,0.6809999999999999,0.8087856281343235,0.9607936507936508,0.9,0.6078609698623342
