anemia,aus_rain,campusrecruitment,employability,fraud,loan,mobile_price,stress,student_testprep,titanic,wine,drug,shipping
1.0,0.8176710386387807,0.813953488372093,0.9372763782402338,0.9938993721752281,0.7449999999999999,0.8455,0.889090909090909,0.68,0.8144289976512409,0.9047619047619048,0.985,0.6178598123113812
