anemia,aus_rain,campusrecruitment,employability,fraud,loan,mobile_price,stress,student_testprep,titanic,wine,drug,shipping
0.9816674940142999,0.8029422190712513,0.8093023255813954,0.9276378240233661,0.9997450011430983,0.6950000000000001,0.7929999999999999,0.8781818181818182,0.663,0.7897098965276454,0.9553968253968254,0.9800000000000001,0.6206748935466535
