anemia,aus_rain,campusrecruitment,employability,fraud,loan,mobile_price,stress,student_testprep,titanic,wine,drug,shipping
0.9960192750890425,0.7778100061297013,0.8603938445487742,0.940864856380474,0.999067935466301,0.7436008596600008,0.933490461976219,0.8827121891176922,0.7490154825484167,0.8200511117177784,0.9775894538606403,0.9748982360922659,0.5929506086164958
