anemia,aus_rain,campusrecruitment,employability,fraud,loan,mobile_price,stress,student_testprep,titanic,wine,drug,shipping
0.9984284965950758,0.8448245303084011,0.8604651162790697,0.9167871485943774,0.9626453053831139,0.7422000000000001,0.9734999999999999,0.8818181818181818,0.762,0.7975560210753507,0.9888888888888889,0.96,0.5949514655421886
